Time,Driver,DriverNumber,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds
0 days 01:36:03.082000,SAI,55,16.0,2.0,,,0 days 00:00:32.495000,0 days 00:00:50.028000,0 days 00:00:30.719000,0 days 01:34:42.387000,0 days 01:35:32.415000,0 days 01:36:03.134000,306.0,187.0,210.0,307.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:34:09.840000,2022-08-28 13:35:09.920,1,1.0,False,,False,True,113.242
0 days 01:37:56.205000,SAI,55,17.0,2.0,,,0 days 00:00:32.556000,0 days 00:00:49.892000,0 days 00:00:30.675000,0 days 01:36:35.690000,0 days 01:37:25.582000,0 days 01:37:56.257000,307.0,187.0,209.0,308.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:36:03.082000,2022-08-28 13:37:03.162,1,1.0,False,,False,True,113.123
0 days 01:39:50.007000,SAI,55,18.0,2.0,,,0 days 00:00:32.449000,0 days 00:00:50.827000,0 days 00:00:30.526000,0 days 01:38:28.706000,0 days 01:39:19.533000,0 days 01:39:50.059000,309.0,187.0,209.0,307.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:37:56.205000,2022-08-28 13:38:56.285,1,2.0,False,,False,True,113.802
0 days 01:41:43.601000,SAI,55,19.0,2.0,,,0 days 00:00:32.528000,0 days 00:00:50.302000,0 days 00:00:30.764000,0 days 01:40:22.587000,0 days 01:41:12.889000,0 days 01:41:43.653000,308.0,186.0,209.0,308.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:39:50.007000,2022-08-28 13:40:50.087,1,2.0,False,,False,True,113.594
0 days 01:43:37.616000,SAI,55,20.0,2.0,,,0 days 00:00:32.521000,0 days 00:00:50.572000,0 days 00:00:30.922000,0 days 01:42:16.174000,0 days 01:43:06.746000,0 days 01:43:37.668000,306.0,183.0,209.0,309.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:41:43.601000,2022-08-28 13:42:43.681,1,2.0,False,,False,True,114.015
0 days 01:45:32.557000,SAI,55,21.0,2.0,,,0 days 00:00:32.569000,0 days 00:00:51.564000,0 days 00:00:30.808000,0 days 01:44:10.237000,0 days 01:45:01.801000,0 days 01:45:32.609000,308.0,183.0,209.0,306.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:43:37.616000,2022-08-28 13:44:37.696,1,3.0,False,,False,True,114.941
0 days 01:47:27.104000,SAI,55,22.0,2.0,,,0 days 00:00:32.600000,0 days 00:00:50.983000,0 days 00:00:30.964000,0 days 01:46:05.209000,0 days 01:46:56.192000,0 days 01:47:27.156000,309.0,184.0,209.0,308.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:45:32.557000,2022-08-28 13:46:32.637,1,3.0,False,,False,True,114.547
0 days 01:49:21.272000,SAI,55,23.0,2.0,,,0 days 00:00:32.568000,0 days 00:00:50.743000,0 days 00:00:30.857000,0 days 01:47:59.724000,0 days 01:48:50.467000,0 days 01:49:21.324000,308.0,181.0,210.0,308.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:47:27.104000,2022-08-28 13:48:27.184,1,3.0,False,,False,True,114.168
0 days 01:51:15.531000,SAI,55,24.0,2.0,,,0 days 00:00:32.441000,0 days 00:00:50.904000,0 days 00:00:30.914000,0 days 01:49:53.765000,0 days 01:50:44.669000,0 days 01:51:15.583000,308.0,184.0,209.0,309.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:49:21.272000,2022-08-28 13:50:21.352,1,3.0,False,,False,True,114.259
0 days 01:53:13.900000,SAI,55,25.0,2.0,,0 days 01:53:10.184000,0 days 00:00:32.499000,0 days 00:00:50.798000,0 days 00:00:35.072000,0 days 01:51:48.082000,0 days 01:52:38.880000,0 days 01:53:13.952000,311.0,182.0,,310.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:51:15.531000,2022-08-28 13:52:15.611,1,4.0,False,,False,False,118.369
0 days 01:55:20.789000,SAI,55,26.0,3.0,0 days 01:53:32.964000,,0 days 00:00:46.368000,0 days 00:00:49.993000,0 days 00:00:30.528000,0 days 01:54:00.320000,0 days 01:54:50.313000,0 days 01:55:20.841000,303.0,194.0,214.0,305.0,False,HARD,1.0,True,Ferrari,0 days 01:53:13.900000,2022-08-28 13:54:13.980,1,4.0,False,,False,False,126.889
0 days 01:57:13.187000,SAI,55,27.0,3.0,,,0 days 00:00:32.230000,0 days 00:00:49.600000,0 days 00:00:30.568000,0 days 01:55:53.071000,0 days 01:56:42.671000,0 days 01:57:13.239000,307.0,192.0,212.0,307.0,False,HARD,2.0,True,Ferrari,0 days 01:55:20.789000,2022-08-28 13:56:20.869,1,4.0,False,,False,True,112.398
0 days 01:59:05.422000,SAI,55,28.0,3.0,,,0 days 00:00:32.129000,0 days 00:00:49.626000,0 days 00:00:30.480000,0 days 01:57:45.368000,0 days 01:58:34.994000,0 days 01:59:05.474000,315.0,190.0,210.0,310.0,False,HARD,3.0,True,Ferrari,0 days 01:57:13.187000,2022-08-28 13:58:13.267,1,4.0,False,,False,True,112.235
0 days 02:00:58.300000,SAI,55,29.0,3.0,,,0 days 00:00:32.296000,0 days 00:00:49.991000,0 days 00:00:30.591000,0 days 01:59:37.770000,0 days 02:00:27.761000,0 days 02:00:58.352000,310.0,190.0,210.0,310.0,False,HARD,4.0,True,Ferrari,0 days 01:59:05.422000,2022-08-28 14:00:05.502,1,4.0,False,,False,True,112.878
0 days 02:02:50.723000,SAI,55,30.0,3.0,,,0 days 00:00:32.221000,0 days 00:00:49.699000,0 days 00:00:30.503000,0 days 02:01:30.573000,0 days 02:02:20.272000,0 days 02:02:50.775000,310.0,185.0,211.0,311.0,False,HARD,5.0,True,Ferrari,0 days 02:00:58.300000,2022-08-28 14:01:58.380,1,3.0,False,,False,True,112.423
0 days 02:04:42.881000,SAI,55,31.0,3.0,,,0 days 00:00:32.404000,0 days 00:00:49.348000,0 days 00:00:30.406000,0 days 02:03:23.179000,0 days 02:04:12.527000,0 days 02:04:42.933000,307.0,190.0,211.0,309.0,True,HARD,6.0,True,Ferrari,0 days 02:02:50.723000,2022-08-28 14:03:50.803,1,3.0,False,,False,True,112.158
0 days 02:06:34.858000,SAI,55,32.0,3.0,,,0 days 00:00:32.195000,0 days 00:00:49.384000,0 days 00:00:30.398000,0 days 02:05:15.128000,0 days 02:06:04.512000,0 days 02:06:34.910000,309.0,189.0,212.0,311.0,True,HARD,7.0,True,Ferrari,0 days 02:04:42.881000,2022-08-28 14:05:42.961,1,3.0,False,,False,True,111.977
0 days 02:08:27.115000,SAI,55,33.0,3.0,,,0 days 00:00:32.275000,0 days 00:00:49.498000,0 days 00:00:30.484000,0 days 02:07:07.185000,0 days 02:07:56.683000,0 days 02:08:27.167000,310.0,188.0,210.0,312.0,False,HARD,8.0,True,Ferrari,0 days 02:06:34.858000,2022-08-28 14:07:34.938,1,3.0,False,,False,True,112.257
0 days 02:10:19.328000,SAI,55,34.0,3.0,,,0 days 00:00:32.199000,0 days 00:00:49.554000,0 days 00:00:30.460000,0 days 02:08:59.366000,0 days 02:09:48.920000,0 days 02:10:19.380000,312.0,188.0,211.0,311.0,False,HARD,9.0,True,Ferrari,0 days 02:08:27.115000,2022-08-28 14:09:27.195,1,3.0,False,,False,True,112.213
0 days 02:12:11.796000,SAI,55,35.0,3.0,,,0 days 00:00:32.275000,0 days 00:00:49.681000,0 days 00:00:30.512000,0 days 02:10:51.655000,0 days 02:11:41.336000,0 days 02:12:11.848000,308.0,188.0,209.0,310.0,False,HARD,10.0,True,Ferrari,0 days 02:10:19.328000,2022-08-28 14:11:19.408,1,3.0,False,,False,True,112.468
0 days 02:14:04.441000,SAI,55,36.0,3.0,,,0 days 00:00:32.321000,0 days 00:00:49.868000,0 days 00:00:30.456000,0 days 02:12:44.169000,0 days 02:13:34.037000,0 days 02:14:04.493000,309.0,189.0,211.0,310.0,False,HARD,11.0,True,Ferrari,0 days 02:12:11.796000,2022-08-28 14:13:11.876,1,3.0,False,,False,True,112.645
0 days 02:15:56.779000,SAI,55,37.0,3.0,,,0 days 00:00:32.245000,0 days 00:00:49.707000,0 days 00:00:30.386000,0 days 02:14:36.738000,0 days 02:15:26.445000,0 days 02:15:56.831000,310.0,190.0,210.0,310.0,False,HARD,12.0,True,Ferrari,0 days 02:14:04.441000,2022-08-28 14:15:04.521,1,3.0,False,,False,True,112.338
0 days 02:17:49.157000,SAI,55,38.0,3.0,,,0 days 00:00:32.250000,0 days 00:00:49.677000,0 days 00:00:30.451000,0 days 02:16:29.081000,0 days 02:17:18.758000,0 days 02:17:49.209000,310.0,189.0,210.0,312.0,False,HARD,13.0,True,Ferrari,0 days 02:15:56.779000,2022-08-28 14:16:56.859,1,3.0,False,,False,True,112.378
0 days 02:19:41.611000,SAI,55,39.0,3.0,,,0 days 00:00:32.362000,0 days 00:00:49.597000,0 days 00:00:30.495000,0 days 02:18:21.571000,0 days 02:19:11.168000,0 days 02:19:41.663000,308.0,188.0,211.0,312.0,False,HARD,14.0,True,Ferrari,0 days 02:17:49.157000,2022-08-28 14:18:49.237,1,3.0,False,,False,True,112.454
0 days 02:21:34.058000,SAI,55,40.0,3.0,,,0 days 00:00:32.256000,0 days 00:00:49.710000,0 days 00:00:30.481000,0 days 02:20:13.919000,0 days 02:21:03.629000,0 days 02:21:34.110000,311.0,187.0,212.0,312.0,False,HARD,15.0,True,Ferrari,0 days 02:19:41.611000,2022-08-28 14:20:41.691,1,3.0,False,,False,True,112.447
0 days 02:23:26.663000,SAI,55,41.0,3.0,,,0 days 00:00:32.280000,0 days 00:00:49.719000,0 days 00:00:30.606000,0 days 02:22:06.390000,0 days 02:22:56.109000,0 days 02:23:26.715000,311.0,184.0,208.0,310.0,False,HARD,16.0,True,Ferrari,0 days 02:21:34.058000,2022-08-28 14:22:34.138,1,3.0,False,,False,True,112.605
0 days 02:25:19.373000,SAI,55,42.0,3.0,,,0 days 00:00:32.459000,0 days 00:00:49.714000,0 days 00:00:30.537000,0 days 02:23:59.174000,0 days 02:24:48.888000,0 days 02:25:19.425000,311.0,186.0,211.0,309.0,False,HARD,17.0,True,Ferrari,0 days 02:23:26.663000,2022-08-28 14:24:26.743,1,3.0,False,,False,True,112.71
0 days 02:27:11.874000,SAI,55,43.0,3.0,,,0 days 00:00:32.280000,0 days 00:00:49.618000,0 days 00:00:30.603000,0 days 02:25:51.705000,0 days 02:26:41.323000,0 days 02:27:11.926000,316.0,189.0,211.0,309.0,False,HARD,18.0,True,Ferrari,0 days 02:25:19.373000,2022-08-28 14:26:19.453,1,3.0,False,,False,True,112.501
0 days 02:29:04.479000,SAI,55,44.0,3.0,,,0 days 00:00:32.273000,0 days 00:00:49.863000,0 days 00:00:30.469000,0 days 02:27:44.199000,0 days 02:28:34.062000,0 days 02:29:04.531000,316.0,187.0,212.0,309.0,False,HARD,19.0,True,Ferrari,0 days 02:27:11.874000,2022-08-28 14:28:11.954,12,3.0,False,,False,True,112.605
0 days 01:04:42.016000,RUS,63,1.0,1.0,,,,0 days 00:00:51.475000,0 days 00:00:30.534000,,0 days 01:04:11.561000,0 days 01:04:42.016000,317.0,191.0,211.0,304.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:02:44.500000,2022-08-28 13:03:44.580,12,3.0,False,,False,False,117.286
0 days 01:06:56.807000,RUS,63,2.0,1.0,,,0 days 00:00:32.539000,0 days 00:00:58.508000,0 days 00:00:43.744000,0 days 01:05:14.555000,0 days 01:06:13.063000,0 days 01:06:56.807000,303.0,87.0,183.0,305.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:04:42.016000,2022-08-28 13:05:42.096,124,3.0,False,,False,False,134.791
0 days 01:10:01.674000,RUS,63,3.0,1.0,,,0 days 00:00:48.006000,0 days 00:01:23.825000,0 days 00:00:52.975000,0 days 01:07:44.874000,0 days 01:09:08.700000,0 days 01:10:01.740000,220.0,161.0,196.0,213.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:06:56.807000,2022-08-28 13:07:56.887,4,3.0,False,,False,False,
0 days 01:13:05.878000,RUS,63,4.0,1.0,,,0 days 00:00:50.084000,0 days 00:01:20.882000,0 days 00:00:53.279000,0 days 01:10:51.804000,0 days 01:12:12.663000,0 days 01:13:05.989000,150.0,75.0,217.0,155.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:10:01.674000,2022-08-28 13:11:01.754,41,3.0,False,,False,False,
0 days 01:14:59.732000,RUS,63,5.0,1.0,,,0 days 00:00:32.647000,0 days 00:00:50.659000,0 days 00:00:30.548000,0 days 01:13:38.525000,0 days 01:14:29.184000,0 days 01:14:59.732000,311.0,191.0,210.0,306.0,True,MEDIUM,5.0,True,Mercedes,0 days 01:13:05.878000,2022-08-28 13:14:05.958,1,3.0,False,,False,True,113.854
0 days 01:16:53.318000,RUS,63,6.0,1.0,,,0 days 00:00:32.587000,0 days 00:00:50.367000,0 days 00:00:30.632000,0 days 01:15:32.319000,0 days 01:16:22.686000,0 days 01:16:53.318000,302.0,190.0,211.0,304.0,True,MEDIUM,6.0,True,Mercedes,0 days 01:14:59.732000,2022-08-28 13:15:59.812,1,3.0,False,,False,True,113.586
0 days 01:18:46.765000,RUS,63,7.0,1.0,,,0 days 00:00:32.512000,0 days 00:00:50.186000,0 days 00:00:30.749000,0 days 01:17:25.830000,0 days 01:18:16.016000,0 days 01:18:46.765000,307.0,189.0,208.0,304.0,True,MEDIUM,7.0,True,Mercedes,0 days 01:16:53.318000,2022-08-28 13:17:53.398,1,3.0,False,,False,True,113.447
